가맹번호,지역,업종,상호,소재지,위도,경도,기준일자
1924,연초면,도소매,미니스톱거제오비점,경상남도 거제시 연초면 소오비길 37,34.89962698,128.6298294,2021-09-16
1929,고현동,도소매,5번가,경상남도 거제시 거제중앙로 19길 6(고현동，1층),34.88585656,128.6238275,2021-09-16
1932,옥포동,도소매,유행，복고，컴,경상남도 거제시 옥포1동 539-5,34.89218064,128.6911284,2021-09-16
1936,장평동,도소매,씨유장평대한점,경상남도 거제시 장평로9길 6(장평동),34.89069008,128.6111073,2021-09-16
1937,고현동,일반음식점,족발이좋아,경상남도 거제시 중곡로3길 23 (고현동，1층),34.89367818,128.627924,2021-09-16
1939,고현동,서비스,주식회사 낙원비앤에스,경상남도 거제시 고현로11길 14 (고현동),34.88874463,128.6249215,2021-09-16
1941,고현동,도소매,금강 거제지점,경상남도 거제시 거제중앙로 1912(고현동),34.88870851,128.6231817,2021-09-16
1942,장평동,서비스,태극광고기획,경상남도 거제시 장평동 31-20,34.89130907,128.6152694,2021-09-16
1943,옥포동,도소매,돼지한마리,경상남도 거제시 옥포대첩 60(옥포동),34.89507204,128.6931111,2021-09-16
1947,능포동,도소매,옥명슈퍼,경상남도 거제시 능포동 645-15,34.87583604,128.7312999,2021-09-16
1950,장평동,서비스,토탈크리닝,경상남도 거제시 장평1로9길 9 (장평동),34.88184762,128.6215655,2021-09-16
1953,수양동,휴게음식,하삼동커피,경상남도 거제시 수양로 454-4，1층 103호 (수월동，대안빌딩),34.89287691,128.6415064,2021-09-16
1954,일운면,도소매,웰농산,경상남도 거제시 일운면 거제대로 2400-8,34.82403832,128.7099504,2021-09-16
1958,옥포동,도소매,청옥우리홍삼,경상남도 거제시 옥포동 247，1층 (옥포동),34.88801752,128.6908418,2021-09-16
1963,고현동,일반음식점,㈜위푸드시스템(외식하기가장좋은집 거제점),경상남도 거제시 고현천로 52，2층 (고현동),34.88184762,128.6215655,2021-09-16
1965,고현동,이미용,김옥란에스테틱,경상남도 거제시 거제중앙로31길 14-1(고현동，성진빌딩2층),34.89073301,128.6204072,2021-09-16
1966,장평동,일반음식점,오븐에꾸운닭(장평점),경상남도 거제시 장평로8길 26，1층 (장평동),34.89272386,128.6100174,2021-09-16
1967,장평동,도소매,오휘거제점,경상남도 거제시 장평3로2길 10 (장평동),34.88184762,128.6215655,2021-09-16
1969,사등면,휴게음식,커피파는집,경상남도 거제시 사등면 성포로3길 1，1층 2호,34.92113861,128.5231084,2021-09-16
1972,옥포동,도소매,거제건어물,경상남도 거제시 옥포로19길 4(옥포동，중앙시 장),34.89436606,128.6904465,2021-09-16
1978,고현동,이미용,엘헤어 (L HAIR),경상남도 거제시 거제중앙로 1824 (고현동),34.88136087,128.6268127,2021-09-16
1982,장평동,이미용,임남주 헤어,경상남도 거제시 장평2로 2길 10 (장평동),34.88184762,128.6215655,2021-09-16
1983,사등면,도소매,사등농협 사곡지점,경상남도 거제시 사등면 두동로 16,34.91049107,128.5254701,2021-09-16
1986,고현동,일반음식점,까미노까사,경상남도 거제시 고현로11길 15(고현동，2층),34.88861167,128.6244829,2021-09-16
1987,수양동,일반음식점,주작골 할매국수,경상남도 거제시 수양로 485，1층(양정동),34.89111778,128.6383309,2021-09-16
1990,장평동,일반음식점,토담추어탕,경상남도 거제시 장평1로 176，106동 1층 101호(장평동，태완노블리안),34.88184762,128.6215655,2021-09-16
1991,고현동,휴게음식,이디야커피 거제고현중앙점,경상남도 거제시 거제중앙로24길 13，102，104，105호 (고현동),34.88879252,128.6243749,2021-09-16
1992,동부면,도소매,대성유통,경상남도 거제시 동부면 동부로 12,34.82205824,128.6080627,2021-09-16
1995,고현동,도소매,토분이야기,경상남도 거제시 고현동 80，1층 (고현동),34.8846043,128.6254261,2021-09-16
1999,수양동,일반음식점,코시롱거제점,경상남도 거제시 수양로 477 (양정동),34.89158237,128.6391222,2021-09-16
2001,아주동,도소매,세븐일레븐거제아주원룸점,경상남도 거제시 탑곡로4길 32(아주동),34.86538274,128.6922489,2021-09-16
2004,장평동,일반음식점,누나홀닭,경상남도 거제시 장평로8길 12(장평동),34.89194279,128.6111713,2021-09-16
2011,고현동,도소매,초예플라워,경상남도 거제시 중곡로 42 덕산1차상가,34.89739858,128.6301735,2021-09-16
2013,사등면,도소매,세븐거제영진자이온점,경상남도 거제시 사등면 사곡리 산69-1 영진자이온아파트2단지상가 213-104,34.89486033,128.5673079,2021-09-16
2015,아주동,서비스,남문정비,경상남도 거제시 거제대로 3413(아주동),34.86586244,128.6966388,2021-09-16
2020,고현동,도소매,수창활어,경상남도 거제시 고현동 94(고현동),34.88609442,128.6249014,2021-09-16
2021,사등면,주유소,오엘르주유소,경상남도 거제시 사등면 거제대로 5768,34.91556482,128.519549,2021-09-16
2024,옥포동,도소매,영광수산,경상남도 거제시 옥포동 525-15,34.89443252,128.6898562,2021-09-16
2025,옥포동,도소매,롯데하이마트㈜,경상남도 거제시 옥포동 551-4,34.88837918,128.6922342,2021-09-16
2026,연초면,주유소,거제충전소,경상남도 거제시 연초면 거제대로 4417,34.90323707,128.646161,2021-09-16
2028,장승포동,일반음식점,예이제게장백반 본점,경상남도 거제시 장승로 101-1 (장승포동),34.8633834,128.7228446,2021-09-16
2031,옥포동,도소매,해피랜드,경상남도 거제시 옥포동 530-20 ,34.89401916,128.6912094,2021-09-16
2033,고현동,도소매,청춘젓갈,경상남도 거제시 중곡로5길 20，청춘젓갈 (고현동),34.89618376,128.6280197,2021-09-16
2037,아주동,일반음식점,도토리친구,경상남도 거제시 아주로 64，101(아주동，도토리빌),34.86495777,128.6877173,2021-09-16
2038,아주동,휴게음식,뚜레쥬르거제아주덕산점,경상남도 거제시 아주로100-11，214-101(아주동，덕산아내프리미엄2차),34.86690295,128.683282,2021-09-16
2041,고현동,일반음식점,황금명태본가 거제고현점,경상남도 거제시 거제중앙로15길 28(고현동),34.8832856,128.6224187,2021-09-16
2044,옥포동,도소매,꼬요,경상남도 거제시 옥포로20길 23(옥포동),34.89479141,128.6933166,2021-09-16
2051,고현동,도소매,부광식품(건어물),경상남도 거제시 거제중앙로19길 8(고현동),34.88579435,128.623652,2021-09-16
2054,고현동,도소매,한샘리하우스 고현대리점,경상남도 거제시 고현동 59 (고현동),34.88686551,128.6274563,2021-09-16
2055,고현동,도소매,빛돌,경상남도 거제시 거제중앙로 1865(고현동，1층),34.88475202,128.624749,2021-09-16
2056,고현동,도소매,스위트파티(sweet party),경상남도 거제시 중곡로 42，20-114(고현동，덕산베스트타운),34.89739858,128.6301735,2021-09-16
2059,수양동,일반음식점,여수게장1번지,경상남도 거제시 수양로 448-13，1층 103호 (수월동),34.89311873,128.6418037,2021-09-16
2061,고현동,도소매,거제도칡즙,경상남도 거제시 고현로2길 2(고현동),34.88543186,128.6205095,2021-09-16
2065,장평동,이미용,엘스킨케어,경상남도 거제시 장평3로4길 32-1(장평동，성진빌 1층),34.88184762,128.6215655,2021-09-16
2067,옥포동,도소매,KL전자담배,경상남도 거제시 옥포동 231(옥포동),34.88662877,128.6909286,2021-09-16
2075,고현동,도소매,솔레,경상남도 거제시 거제중앙로 1877(고현동),34.88580061,128.6241881,2021-09-16
2080,고현동,일반음식점,오이시수제꼬치전문점,경상남도 거제시 고현로11길 18，1층 (고현동，회원프라자),34.88902458,128.6248252,2021-09-16
2081,고현동,도소매,태평양약국,경상남도 거제시 고현동 961-152,34.88766251,128.6232394,2021-09-16
2084,고현동,휴게음식,응급실국물떡복이 거제고현점,경상남도 거제시 거제중앙로 1832,34.88212918,128.6264138,2021-09-16
2085,옥포동,도소매,지오안경콘택트,경상남도 거제시 옥포로192 (옥포동),34.89184462,128.6915632,2021-09-16
2087,거제면,도소매,이마트24 R거제읍내점,경상남도 거제시 거제면 읍내로2길 35-1,34.84983154,128.5900384,2021-09-16
2091,고현동,이미용,지혜미장원,경상남도 거제시 거제중앙로 1835-2 (고현동),34.88246548,128.6258803,2021-09-16
2093,장평동,도소매,썬마트,경상남도 거제시 장평동 58-8,34.89102902,128.6153877,2021-09-16
2094,고현동,도소매,세븐일레븐 거제중곡센터점,경상남도 거제시 고현동 988-22 오성빌라 101,34.89616743,128.6276913,2021-09-16
2098,장평동,일반음식점,경문보신탕삼계탕,경상남도 거제시 장평동 368-21,34.89286804,128.6100294,2021-09-16
2100,장평동,일반음식점,신의주찹쌀순대(장평점),경상남도 거제시 장평1로3길 16(장평동),34.88184762,128.6215655,2021-09-16
2103,고현동,도소매,초록마을 거제중곡점,경상남도 거제시 중곡로7길 15，1층 102호 (고현동),34.89638009,128.6284041,2021-09-16
2106,장평동,일반음식점,미씨족발,경상남도 거제시 장평동 41(장평동),34.89133723,128.6114841,2021-09-16
2110,고현동,일반음식점,(유)아웃백스테이크하우스코리아 거제점,경상남도 거제시 서문로5길 6，201(고현동，우형빌딩2층),34.88917023,128.6210409,2021-09-16
2113,장평동,일반음식점,봉구비어 거제장평점,경상남도 거제시 장평로10길 5(장평동，신성프라임빌딩1층),34.89170348,128.610361,2021-09-16
2114,고현동,도소매,강민유통,경상남도 거제시 고현로14길 65(고현동),34.88306708,128.6298231,2021-09-16
2116,일운면,일반음식점,한꼬막두꼬막본관,경상남도 거제시 일운면 지세포로 121，1층,34.83076384,128.7021039,2021-09-16
2117,아주동,일반음식점,푸라닭 거제아주점,경상남도 거제시 아주1로3길 33-1，1층 (아주동),34.86576161,128.6906224,2021-09-16
2119,수양동,도소매,신흥식품,경상남도 거제시 수양로 180(양정동),34.87266717,128.6531186,2021-09-16
2122,옥포동,휴게음식,하늘보리피자옥포동점,경상남도 거제시 옥포동 280，104동 102호(옥포동，안성상가),34.89507204,128.6931111,2021-09-16
2123,옥포동,도소매,레드페이스,경상남도 거제시 옥포동 201(옥포동),34.88663689,128.6942435,2021-09-16
2125,고현동,도소매,라자가구,경상남도 거제시 거제중앙로23길 7(고현동),34.88749366,128.6227677,2021-09-16
2126,고현동,도소매,그린상회,경상남도 거제시 고현로8길 20(고현동),34.88506346,128.6237887,2021-09-16
2133,고현동,도소매,경기상회,경상남도 거제시 거제중앙로19길 12(고현동),34.88562544,128.6231912,2021-09-16
2137,고현동,도소매,한국휘트니스,경상남도 거제시 고현동 37-34번지 김약국 3층,34.88710408,128.6248981,2021-09-16
2138,하청면,도소매,GS25거제하청점,경상남도 거제시 하청면 연하해안로 1012,34.94909976,128.5994983,2021-09-16
2139,고현동,도소매,린나이보일러거제공식종합대리점 부원상사,경상남도 거제시 거제중앙로10길 24(고현동),34.88188105,128.6290702,2021-09-16
2142,고현동,이미용,ZOOKA(쥬카),경상남도 거제시 거제중앙로29길 7(고현동),34.88983521,128.6214507,2021-09-16
2143,옥포동,도소매,와이즈만서적,경상남도 거제시 옥포대첩 409-7 (덕포동),34.89507204,128.6931111,2021-09-16
2144,장평동,도소매,한샘키친거제장평대리점,경상남도 거제시 장평1로7길 14,34.88184762,128.6215655,2021-09-16
2148,고현동,서비스,원샷당구클럽,경상남도 거제시 거제중앙로 1916，5층 (고현동),34.88903376,128.623042,2021-09-16
2149,고현동,도소매,데이지,경상남도 거제시 고현로8길 16(고현동),34.88530747,128.6236702,2021-09-16
2151,고현동,일반음식점,첨단돌솥감자탕,경상남도 거제시 거제중앙로 1820 (고현동),34.88108965,128.6269638,2021-09-16
2152,옥포동,도소매,늘봄소와돼지마을,경상남도 거제시 옥포로19길 2(옥포동),34.89441953,128.6905563,2021-09-16
2153,옥포동,일반음식점,돌멩이막썰이횟집,경상남도 거제시 옥포대첩 21-2(옥포동，1층),34.89507204,128.6931111,2021-09-16
2156,아주동,도소매,성하유통,경상남도 거제시 용소1길 35-10(아주동),34.87462654,128.6868245,2021-09-16
2159,장목면,도소매,장목농협,경상남도 거제시 장목면 장목리 325-33,34.99110281,128.6822006,2021-09-16
2163,장평동,일반음식점,첨단돌솥감자탕(거제장평점),경상남도 거제시 장평1로3길 3 (장평동),34.88184762,128.6215655,2021-09-16
2164,거제면,일반음식점,장터국밥,경상남도 거제시 거제면 기성로6길 6-1，1층 103호 (거제면시 장),34.85074285,128.589871,2021-09-16
2168,장평동,일반음식점,맥시카나치킨장평점,경상남도 거제시 장평로6길25，1층 107호(장평동),34.89344754,128.6130972,2021-09-16
2169,고현동,도소매,이경순찬방,경상남도 거제시 고현로8길 3 (고현동),34.88640062,128.623208,2021-09-16
2172,고현동,도소매,웰메이드 거제고현점,경상남도 거제시 거제중앙로 1935，101호 (고현동，거제빌딩),34.89056375,128.6217735,2021-09-16
2175,수양동,도소매,재희꽃집,경상남도 거제시 수양로 489(양정동),34.89122779,128.6379816,2021-09-16
2176,고현동,일반음식점,지코바숯불양념치킨 (중곡점),경상남도 거제시 중곡로2길 68 (고현동),34.89268518,128.6351155,2021-09-16
